,basin_id,discharge_coverage,unique_discharge_count
946,04234000,1.0,1379
947,0423401815,0.3824652998853941,2325
948,04235250,1.0,1734
949,04235500,0.0,1
950,04237500,1.0,733
951,04237962,0.4942060359098433,1053
952,04239000,1.0,1565
953,04240010,1.0,1168
954,04240100,0.9476633133834204,965
955,04240120,0.9476633133834204,1167
956,04240180,1.0,721
957,04240200,0.0,1
958,04240300,1.0,992
959,04240503,0.1537628931618489,1
960,04242500,1.0,1353
961,04243500,1.0,1267
962,04245000,0.0,1
963,04245200,0.0,1
964,04246500,0.0,1
965,04247000,0.6072838405704826,1281
966,04249000,1.0,1109
967,04250200,0.701260664714122,968
968,04250750,1.0,1647
969,04252500,1.0,1178
970,04256000,1.0,1277
971,04257000,0.0,1
972,04258000,1.0,908
973,04260500,1.0,1046
974,04263000,1.0,1277
975,05535070,1.0,1578
