basin_id,mean_discharge,median_discharge,discharge_coverage,area,mean_discharge_area_ratio,median_discharge_area_ratio
02BE002,39.37281501268866,41.1,0.9317404019662746,2967.078061207535,0.013269895230415609,0.013852011693710954
02BF001,22.108745566548443,11.0,1.0,1224.9081558123585,0.01804930880869671,0.008980265130739379
02BF002,17.92911585897596,9.3,0.9989421940140626,1134.4456856544653,0.015804296393998444,0.00819783628039874
02BF003,,,0.0,21.391300531826523,,
02BF004,0.8392302877428998,0.349,0.999066641777114,49.81769903631989,0.016846026692863794,0.007005542342402435
02BF005,0.2651851990702557,0.143,0.8298799079086553,10.417947750366327,0.025454648595346522,0.013726311882776688
02BF006,0.19797813225492397,0.107,0.830875490013067,8.085990772272242,0.024484090797359418,0.013232763060639996
02BF007,0.1271220071517413,0.063,0.8004480119469852,4.983246825431638,0.025509875710547462,0.01264235993258132
02BF014,32.31422290223869,17.3,0.3863480803932549,1819.8846295628048,0.01775619309999976,0.00950609710031785
02CA002,1.9676240121958808,0.84,1.0,107.53262148277152,0.018297926573947854,0.007811583019340616
02CA007,4.368195522628443,2.41,0.3863480803932549,268.0263418660363,0.01629763512129615,0.008991653518908805
02CB001,39.94290799561884,32.8,0.3408624229979466,4037.798773411509,0.00989224828603119,0.008123237892879812
02CB002,,,0.0,2143.146463121265,,
02CB003,17.584715035407182,9.33,0.984132910210939,1446.6456319776469,0.012155509716203184,0.006449402530767234
02CC002,,,0.0,8979.475146494075,,
02CC003,,,0.0,9196.023836807952,,
02CC004,,,0.0,9206.03530660045,,
02CC005,26.03790212183436,16.0,1.0,1964.0741746834608,0.013257086956011093,0.008146331847461226
02CC006,,,0.0,6827.352258732164,,
02CC007,75.55053486673968,64.5,0.3408624229979466,6814.607321477703,0.011086557346984013,0.009464962096453358
02CC008,104.5467581357725,83.5,1.0,9236.86911840946,0.011318419347028152,0.009039859602815099
02CC009,105.01299744432276,82.25,0.3408624229979466,8965.279639094098,0.011713298599901103,0.009174281596453471
02CC010,14.863191354903945,8.74,0.9846307012631448,1202.0775922326543,0.0123645856564867,0.007270745296704965
02CD001,19.84342735361832,13.8,1.0,1349.7503566948897,0.01470155370227764,0.010224112875059223
02CD002,1.6289536962635596,1.09,0.30975048223508184,119.90938145979736,0.013584872813389562,0.0090901978371513
02CD003,4.590378410675164,3.12,0.3124261091406882,314.0890077588454,0.01461489672443301,0.00993348994370254
02CD004,8.959744397110576,6.44,0.33594673635741396,569.7138877507284,0.015726743879255416,0.011303919631353179
02CD005,1.5612017637626936,0.822,0.11642088233464004,103.67596938447342,0.01505847278816474,0.007928548967328038
02CD006,2.4727436998319954,1.74,1.0,156.76493556430353,0.01577357647570173,0.011099420886032694
02CE001,121.73974260679081,92.0,0.3408624229979466,11589.450775184489,0.010504358227868903,0.007938253657109604
