basin_id,NSE
04024000,-0.7456289158994751
04024098,
04024430,-0.24111662903159292
04025500,-4.416877381398386
04027000,-0.3261323129773763
04027500,-1.1811075598002736
04029990,-0.37410623745012317
04031000,-0.31368418193884495
04031500,
04032000,-0.5822620626491366
04033000,-1.4597208895389624
04034500,
04035500,
04036000,-0.8715642093592
04037500,-1.1031136651018838
04039500,-0.27849836398558825
04040000,-0.5688439782790382
04040500,-0.4446964319104383
04041500,-0.8023254739620205
04043050,-0.15611556064762877
04043140,-3.4240214833369906
04043150,-0.36492970790912027
04043238,-28.766484952992908
04043244,0.038869271213780476
04043275,-0.1548135233345882
04044400,
04044724,-1.7196073525590752
04045500,-1.1363014680517467
04046000,-0.1826945329941172
04056500,-1.5961984747295892
04057000,
04057510,-1.1868681684327984
04057800,-0.3192760636826404
04058100,-0.9252964517024653
04058200,0.034183937997439684
04058500,
04059000,-0.9101562397904783
04059500,-0.6056492622663072
04060500,-1.7941316637193094
04060993,-2.223208325420099
04061000,
04061500,
04062000,-0.5500608803519569
04062011,-1.2432434036344158
04062200,
04062500,-2.321911993062557
04063000,-2.5430433690899443
04063500,-2.367000980902084
04063700,-0.898855373271727
04064500,-1.449708711331636
04065106,-2.276249880542936
04065300,
04065500,
04065722,-2.192076683956879
04066003,-1.9922256114731445
04066030,-2.087375656994005
04066500,-2.1752367103902577
04066800,-2.160062918227061
04067000,
04067500,-2.05041712429961
04067958,-1.7999417176159165
04069416,-2.074954433183897
04069500,-1.8756545540581437
04071000,-2.366403703074805
04071765,-1.5756528318691694
04071858,
04072150,-0.4885403870254168
04072845,
04073462,-9.224871042592497
04073473,-0.7438677453622744
04073500,-3.5315200611741897
04073970,
04074538,
04074548,
04074950,-2.951948251048564
04077400,
04077630,-3.6007374077107253
04078500,-1.164665899857955
04079000,-2.2058929819545425
04080000,-1.753938595179001
04081000,-7.605139536336283
04082400,-2.6268834115672264
04084500,-2.817800997360319
04085119,
040851325,0.0890404947788177
04085200,-0.2585675031922188
04085281,
